,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
152,153,Rodney Hood,POR,27,21,8,13,29.5,11.0,            4.1,            8.2,50.6,            1.7,            3.4,49.3,1.0,1.3,77.8,            0.5,            3.0,            3.4,            1.5,            0.9,            0.8,            0.2,            2.2,            19.4          ,0,0,0.2
153,154,Dejounte Murray,SAS,23,66,29,37,25.6,10.9,            4.5,            9.7,46.2,            0.6,            1.7,36.9,1.4,1.7,79.8,            1.0,            4.8,            5.8,            4.1,            1.9,            1.7,            0.3,            2.2,            28.0          ,6,0,-2.9
154,155,Ish Smith,WAS,31,68,23,45,26.3,10.9,            4.5,            10.1,44.7,            0.9,            2.5,36.7,0.9,1.3,72.1,            0.4,            2.8,            3.2,            4.9,            1.4,            0.9,            0.4,            1.6,            24.6          ,1,0,-2.1
155,156,Cameron Payne,PHX,25,8,8,0,22.9,10.9,            4.1,            8.5,48.5,            1.9,            3.6,51.7,0.8,0.9,85.7,            0.5,            3.4,            3.9,            3.0,            1.4,            1.0,            0.3,            2.5,            22.4          ,0,0,11.1
156,157,Jeff Teague,ATL,32,59,22,37,24.8,10.9,            3.6,            8.3,43.6,            0.7,            2.0,36.8,2.9,3.3,87.3,            0.5,            1.9,            2.4,            5.2,            2.0,            0.7,            0.3,            1.8,            22.8          ,3,0,-2.9
157,158,Steven Adams,OKC,26,63,40,23,26.7,10.9,            4.5,            7.6,59.2,            0.0,            0.0,33.3,1.9,3.2,58.2,            3.3,            6.0,            9.3,            2.3,            1.5,            0.8,            1.1,            1.9,            29.6          ,22,0,2.4
158,159,Rudy Gay,SAS,33,67,30,37,21.8,10.8,            4.0,            8.9,44.6,            1.1,            3.3,33.6,1.8,2.0,88.2,            0.9,            4.5,            5.4,            1.7,            1.3,            0.5,            0.5,            1.5,            21.6          ,4,0,0.2
159,160,Dario Saric,PHX,26,66,32,34,24.7,10.7,            3.9,            8.2,47.6,            1.3,            3.6,35.7,1.6,1.9,84.4,            1.5,            4.6,            6.2,            1.9,            1.3,            0.6,            0.2,            2.4,            21.9          ,9,0,-1.0
160,161,OG Anunoby,TOR,22,69,50,19,29.9,10.6,            4.1,            8.2,50.5,            1.3,            3.3,39.0,1.0,1.5,70.6,            1.2,            4.1,            5.3,            1.6,            1.1,            1.4,            0.7,            2.4,            24.3          ,5,0,4.0
161,162,Jae Crowder,MIA,29,65,29,36,28.8,10.5,            3.5,            8.7,40.1,            2.1,            6.1,34.3,1.5,1.9,77.6,            0.8,            5.1,            5.9,            2.5,            1.1,            1.1,            0.4,            2.2,            24.7          ,6,0,-2.0
162,163,Cam Reddish,ATL,20,58,17,41,26.7,10.5,            3.7,            9.6,38.4,            1.4,            4.3,33.2,1.7,2.2,80.2,            0.6,            3.1,            3.7,            1.5,            1.7,            1.1,            0.5,            2.3,            20.2          ,0,0,-4.2
163,164,D.J. Augustin,ORL,32,57,28,29,24.9,10.5,            3.2,            8.1,39.9,            1.2,            3.5,34.8,2.8,3.2,89.0,            0.4,            1.8,            2.1,            4.6,            1.5,            0.6,            0.0,            1.3,            20.3          ,0,0,1.3
164,165,Danuel House Jr.,HOU,27,63,40,23,30.4,10.5,            3.7,            8.6,42.7,            2.0,            5.6,36.3,1.2,1.4,81.1,            0.9,            3.3,            4.2,            1.3,            0.9,            1.1,            0.5,            2.1,            21.6          ,2,0,2.0
165,166,Troy Brown Jr.,WAS,20,69,24,45,25.8,10.4,            4.0,            9.0,43.9,            0.9,            2.6,34.1,1.6,2.0,78.4,            1.1,            4.4,            5.6,            2.6,            1.1,            1.2,            0.1,            1.9,            23.8          ,6,0,-3.3
166,167,Gary Harris,DEN,25,56,37,19,31.8,10.4,            3.9,            9.3,42.0,            1.3,            3.8,33.3,1.3,1.6,81.5,            0.5,            2.4,            2.9,            2.1,            1.1,            1.4,            0.3,            2.1,            20.8          ,0,0,2.2
167,168,Garrett Temple,BKN,34,62,30,32,27.9,10.3,            3.6,            9.5,37.8,            2.0,            6.2,32.9,1.1,1.4,80.5,            0.5,            3.0,            3.5,            2.5,            1.0,            0.8,            0.5,            1.7,            21.1          ,2,0,-0.7
168,169,Shabazz Napier,WAS,28,56,16,40,24.0,10.3,            3.4,            8.1,41.2,            1.4,            4.3,31.7,2.3,2.7,82.4,            0.5,            2.4,            2.8,            4.7,            2.3,            1.2,            0.2,            1.8,            22.7          ,2,1,-1.7
169,170,Thaddeus Young,CHI,32,64,22,42,24.9,10.3,            4.2,            9.4,44.8,            1.2,            3.5,35.6,0.7,1.1,58.3,            1.5,            3.5,            4.9,            1.8,            1.6,            1.4,            0.4,            2.1,            22.7          ,2,0,-3.3
170,171,Doug McDermott,IND,28,69,43,26,19.9,10.3,            3.9,            7.9,48.8,            1.9,            4.3,43.5,0.7,0.8,82.8,            0.4,            2.1,            2.5,            1.1,            0.6,            0.2,            0.1,            1.7,            15.1          ,0,0,1.5
171,172,Langston Galloway,DET,28,66,20,46,25.8,10.3,            3.6,            8.2,43.5,            2.0,            5.0,39.9,1.1,1.3,85.9,            0.5,            1.8,            2.3,            1.5,            0.6,            0.7,            0.2,            1.5,            17.3          ,0,0,-2.2
172,173,Malik Monk,CHA,22,55,18,37,21.3,10.3,            3.9,            8.9,43.4,            1.1,            3.7,28.4,1.5,1.8,82.0,            0.5,            2.4,            2.9,            2.1,            1.4,            0.5,            0.3,            1.3,            17.6          ,1,0,-4.2
173,174,Bobby Portis,NYK,25,66,21,45,21.1,10.1,            4.0,            8.9,45.0,            1.0,            2.8,35.8,1.1,1.4,76.3,            1.2,            3.9,            5.1,            1.5,            1.1,            0.5,            0.3,            1.7,            19.7          ,5,0,-2.9
174,175,Josh Hart,NOP,25,65,26,39,27.0,10.1,            3.5,            8.2,42.3,            1.9,            5.4,34.2,1.3,1.8,73.9,            0.9,            5.6,            6.5,            1.7,            1.2,            1.0,            0.4,            2.5,            23.2          ,10,0,-1.8
175,176,Larry Nance Jr.,CLE,27,56,16,40,26.3,10.1,            4.1,            7.7,53.1,            1.0,            2.8,35.2,0.9,1.3,67.6,            1.9,            5.4,            7.3,            2.2,            1.1,            1.0,            0.4,            1.6,            25.2          ,12,0,-2.8
176,177,Ben McLemore,HOU,27,71,44,27,22.8,10.1,            3.4,            7.7,44.4,            2.5,            6.4,40.0,0.7,0.9,74.6,            0.3,            1.9,            2.2,            0.8,            0.7,            0.6,            0.2,            2.2,            15.8          ,1,0,2.6
177,178,Elfrid Payton,NYK,26,45,17,28,27.7,10.0,            4.3,            9.8,43.9,            0.3,            1.5,20.3,1.1,1.9,57.0,            1.2,            3.6,            4.7,            7.2,            2.1,            1.6,            0.4,            2.0,            30.1          ,6,1,-1.9
178,179,Kevin Porter Jr.,CLE,20,50,15,35,23.2,10.0,            3.7,            8.4,44.2,            1.1,            3.2,33.5,1.5,2.0,72.3,            0.4,            2.8,            3.2,            2.2,            1.9,            0.9,            0.3,            2.7,            18.9          ,0,0,-5.8
179,180,Tomas Satoransky,CHI,28,65,22,43,28.9,9.9,            3.6,            8.5,43.0,            1.0,            3.1,32.2,1.6,1.9,87.6,            1.2,            2.7,            3.9,            5.4,            2.0,            1.2,            0.1,            2.1,            24.8          ,3,0,-1.1
180,181,Joe Ingles,UTA,32,72,44,28,29.7,9.8,            3.4,            7.7,44.5,            2.0,            4.9,39.9,1.0,1.3,78.7,            0.4,            3.5,            3.9,            5.2,            2.0,            0.9,            0.2,            2.1,            23.4          ,3,0,3.3
181,182,Furkan Korkmaz,PHI,22,72,42,30,21.7,9.8,            3.4,            7.8,43.0,            2.0,            4.9,40.2,1.1,1.4,75.5,            0.3,            2.1,            2.3,            1.1,            0.8,            0.6,            0.2,            1.4,            15.8          ,0,0,1.3
182,183,Frank Kaminsky,PHX,27,39,19,20,19.9,9.7,            3.5,            7.9,45.0,            1.1,            3.2,33.1,1.6,2.3,67.8,            0.9,            3.6,            4.5,            1.9,            0.9,            0.4,            0.3,            1.9,            18.9          ,1,0,-0.2
183,184,Mitchell Robinson,NYK,22,61,20,41,23.2,9.7,            4.1,            5.6,74.2,            0.0,            0.0,0.0,1.4,2.4,56.8,            3.0,            4.0,            7.0,            0.6,            0.6,            0.9,            2.0,            3.2,            26.8          ,8,0,-1.8
184,185,Markieff Morris,LAL,30,58,22,36,20.5,9.7,            3.5,            7.9,44.3,            1.5,            3.9,38.6,1.1,1.5,77.6,            0.7,            3.1,            3.8,            1.3,            1.3,            0.5,            0.3,            2.3,            17.3          ,1,0,-2.2
185,186,Dorian Finney-Smith,DAL,27,71,40,31,29.9,9.5,            3.4,            7.4,46.6,            1.6,            4.3,37.6,1.1,1.5,72.2,            2.0,            3.7,            5.7,            1.6,            1.0,            0.6,            0.5,            2.5,            21.4          ,5,0,3.9
186,187,Aaron Holiday,IND,23,66,42,24,24.5,9.5,            3.5,            8.5,41.4,            1.3,            3.3,39.4,1.1,1.3,85.1,            0.3,            2.0,            2.4,            3.4,            1.3,            0.8,            0.2,            1.8,            19.3          ,3,0,1.7
187,188,Jeff Green,HOU,33,48,28,20,20.0,9.4,            3.3,            7.2,46.2,            1.3,            3.8,33.9,1.5,1.9,80.2,            0.5,            2.3,            2.8,            1.0,            0.9,            0.5,            0.4,            1.9,            16.3          ,0,0,-1.8
188,189,Shake Milton,PHI,23,40,23,17,20.1,9.4,            3.4,            6.9,48.4,            1.5,            3.4,43.0,1.3,1.6,78.5,            0.4,            1.8,            2.2,            2.6,            1.2,            0.5,            0.2,            2.3,            16.8          ,0,0,-0.1
189,190,Dwight Powell,DAL,28,40,25,15,26.5,9.4,            3.7,            5.7,63.8,            0.3,            1.0,25.6,1.9,2.8,66.7,            1.9,            3.8,            5.7,            1.5,            0.9,            0.9,            0.6,            2.6,            21.7          ,1,0,4.9
190,191,George Hill,MIL,34,59,47,12,21.5,9.4,            3.3,            6.4,51.6,            1.4,            3.0,46.0,1.4,1.7,84.2,            0.8,            2.2,            3.0,            3.1,            1.0,            0.8,            0.1,            1.4,            19.2          ,0,0,5.1
191,192,Kentavious Caldwell-Pope,LAL,27,69,51,18,25.5,9.3,            3.4,            7.3,46.7,            1.3,            3.5,38.5,1.1,1.5,77.5,            0.6,            1.5,            2.1,            1.6,            0.9,            0.8,            0.2,            1.9,            16.4          ,0,0,2.2
192,193,Michael Porter Jr.,DEN,22,55,36,19,16.4,9.3,            3.5,            7.0,50.9,            1.1,            2.7,42.2,1.1,1.3,83.3,            1.2,            3.5,            4.7,            0.8,            0.9,            0.5,            0.5,            1.8,            18.2          ,9,0,0.4
193,194,Marquese Chriss,GSW,22,59,15,44,20.3,9.3,            3.6,            6.5,54.5,            0.1,            0.7,20.5,2.0,2.6,76.9,            1.9,            4.3,            6.2,            1.9,            1.3,            0.7,            1.1,            2.1,            23.4          ,9,0,-3.8
194,195,Landry Shamet,LAC,23,53,34,19,27.4,9.3,            3.0,            7.4,40.4,            2.1,            5.6,37.5,1.2,1.4,85.5,            0.1,            1.8,            1.9,            1.9,            0.8,            0.4,            0.2,            2.7,            15.3          ,0,0,2.3
195,196,Daniel Theis,BOS,28,65,42,23,24.1,9.2,            3.7,            6.6,56.6,            0.5,            1.5,33.3,1.3,1.8,76.3,            2.2,            4.4,            6.6,            1.7,            0.8,            0.6,            1.3,            3.4,            24.4          ,7,0,3.1
196,197,Donte DiVincenzo,MIL,23,66,53,13,23.0,9.2,            3.5,            7.7,45.5,            1.3,            3.7,33.6,1.0,1.3,73.3,            1.0,            3.8,            4.8,            2.3,            1.4,            1.3,            0.3,            1.7,            21.9          ,1,0,6.2
197,198,Jarrett Culver,MIN,21,63,19,44,23.9,9.2,            3.7,            9.0,40.4,            1.0,            3.5,29.9,0.9,1.9,46.2,            1.1,            2.3,            3.4,            1.7,            1.3,            0.9,            0.6,            2.0,            19.1          ,0,0,-1.6
198,199,Mikal Bridges,PHX,23,73,34,39,28.0,9.1,            3.4,            6.6,51.0,            1.0,            2.7,36.1,1.4,1.7,84.4,            0.9,            3.1,            4.0,            1.8,            1.0,            1.4,            0.6,            2.2,            21.7          ,1,0,1.6
199,200,Jake Layman,MIN,26,23,11,12,22.0,9.1,            3.5,            7.8,45.3,            1.0,            3.1,33.3,1.0,1.4,75.0,            0.7,            1.7,            2.5,            0.7,            1.0,            0.7,            0.4,            2.0,            15.6          ,0,0,1.0
200,201,Maxi Kleber,DAL,28,74,42,32,25.5,9.1,            3.2,            6.9,46.1,            1.6,            4.3,37.3,1.1,1.3,84.9,            1.5,            3.7,            5.2,            1.2,            0.8,            0.3,            1.1,            2.4,            20.8          ,2,0,1.4
201,202,Keldon Johnson,SAS,20,17,8,9,17.7,9.1,            3.1,            5.2,59.6,            0.8,            1.3,59.1,2.1,2.6,79.5,            0.6,            2.8,            3.4,            0.9,            0.8,            0.8,            0.1,            1.6,            16.5          ,1,0,3.9
202,203,Monte Morris,DEN,25,73,46,27,22.4,9.0,            3.6,            7.8,45.9,            0.9,            2.4,37.8,1.0,1.2,84.3,            0.3,            1.5,            1.9,            3.5,            0.7,            0.8,            0.2,            1.0,            18.8          ,0,0,0.7
203,204,Derrick Favors,NOP,28,51,24,27,24.4,9.0,            4.1,            6.6,61.7,            0.0,            0.1,14.3,0.8,1.4,56.3,            3.2,            6.6,            9.8,            1.6,            1.1,            0.6,            0.9,            2.1,            26.6          ,18,0,2.3
204,204,Josh Jackson,MEM,23,22,10,12,17.3,9.0,            3.2,            7.2,44.0,            1.0,            3.3,31.9,1.6,2.3,70.0,            0.5,            2.5,            3.0,            1.6,            1.3,            0.8,            0.4,            1.8,            17.4          ,0,0,1.1
205,204,Svi Mykhailiuk,DET,23,56,17,39,22.6,9.0,            3.0,            7.2,41.0,            2.1,            5.1,40.4,1.0,1.3,81.4,            0.3,            1.6,            1.9,            1.9,            1.1,            0.7,            0.1,            1.6,            15.4          ,0,0,-0.1
206,207,Naz Reid,MIN,20,30,8,22,16.5,9.0,            3.3,            8.1,41.2,            1.1,            3.2,33.0,1.2,1.8,69.8,            1.1,            3.0,            4.1,            1.2,            0.7,            0.6,            0.7,            2.8,            19.0          ,2,0,0.2
207,208,Bruce Brown,DET,23,58,18,40,28.2,8.9,            3.4,            7.7,44.3,            0.6,            1.7,34.4,1.5,2.1,73.9,            1.1,            3.7,            4.7,            4.0,            1.7,            1.1,            0.5,            2.8,            23.6          ,4,0,-2.4
208,209,Gary Trent Jr.,POR,21,61,29,32,21.8,8.9,            3.2,            7.2,44.4,            1.8,            4.4,41.8,0.6,0.7,82.2,            0.4,            1.2,            1.6,            1.0,            0.3,            0.8,            0.3,            1.5,            15.1          ,0,0,-0.9
209,210,Cameron Johnson,PHX,24,57,28,29,22.0,8.8,            3.1,            7.1,43.5,            1.9,            4.8,39.0,0.8,1.0,80.7,            0.9,            2.4,            3.3,            1.2,            0.6,            0.6,            0.4,            1.5,            17.0          ,2,0,0.2
210,211,Jordan Poole,GSW,21,57,12,45,22.3,8.8,            2.9,            8.8,33.3,            1.3,            4.6,27.9,1.7,2.1,79.8,            0.2,            1.9,            2.1,            2.4,            1.3,            0.6,            0.2,            1.6,            15.9          ,0,0,-3.5
211,212,Kent Bazemore,SAC,30,68,32,36,24.8,8.8,            2.9,            7.9,37.5,            1.2,            3.6,34.4,1.7,2.2,76.9,            0.4,            3.9,            4.3,            1.4,            1.3,            1.1,            0.6,            2.9,            19.7          ,0,0,0.1
212,213,Austin Rivers,HOU,27,68,43,25,23.4,8.8,            3.1,            7.4,42.1,            1.4,            4.0,35.6,1.1,1.6,70.3,            0.4,            2.2,            2.6,            1.7,            0.7,            0.7,            0.1,            1.9,            16.2          ,0,0,1.2
213,214,Moritz Wagner,WAS,23,45,15,30,18.6,8.7,            3.2,            5.9,54.5,            0.6,            1.8,31.3,1.7,2.1,82.1,            1.2,            3.6,            4.9,            1.2,            1.5,            0.6,            0.4,            3.4,            18.1          ,2,0,-2.0
214,215,Grayson Allen,MEM,24,38,16,22,18.9,8.7,            3.1,            6.6,46.6,            1.5,            3.7,40.4,1.0,1.2,86.7,            0.2,            2.0,            2.2,            1.4,            0.9,            0.3,            0.1,            1.4,            13.5          ,0,0,-2.5
215,216,Avery Bradley,LAL,29,49,36,13,24.2,8.6,            3.5,            7.8,44.4,            1.3,            3.5,36.4,0.4,0.5,83.3,            0.4,            2.0,            2.3,            1.3,            1.0,            0.9,            0.1,            2.2,            15.4          ,0,0,3.7
216,217,Josh Okogie,MIN,21,62,19,43,25.0,8.6,            2.7,            6.4,42.7,            0.7,            2.5,26.6,2.5,3.1,79.6,            1.4,            2.9,            4.3,            1.6,            1.4,            1.1,            0.4,            2.2,            19.3          ,0,0,-2.6
217,218,Derrick Jones Jr.,MIA,23,59,34,25,23.3,8.5,            3.1,            5.9,52.7,            0.6,            2.2,28.0,1.6,2.1,77.2,            1.1,            2.8,            3.9,            1.1,            0.5,            1.0,            0.6,            2.2,            19.2          ,0,0,-0.5
218,219,James Johnson,MIN,33,32,14,18,19.4,8.4,            3.2,            6.7,47.9,            1.0,            2.8,36.3,1.0,1.5,64.6,            0.8,            2.9,            3.7,            2.3,            1.5,            0.8,            1.0,            2.5,            20.2          ,0,0,-2.3
219,220,Jeremy Pargo,GSW,34,3,0,3,14.8,8.3,            3.7,            7.3,50.0,            1.0,            2.3,42.9,0.0,0.3,0.0,            0.3,            0.7,            1.0,            2.7,            1.3,            0.3,            0.0,            2.7,            13.2          ,0,0,0.0
220,221,E'Twaun Moore,NOP,31,56,27,29,18.2,8.3,            3.3,            7.8,42.6,            1.1,            3.0,37.7,0.6,0.8,68.9,            0.6,            1.8,            2.3,            1.4,            0.7,            0.6,            0.2,            1.4,            14.8          ,0,0,-0.8
221,222,DeAndre Jordan,BKN,31,56,27,29,22.0,8.3,            3.4,            5.1,66.6,            0.0,            0.0,0.0,1.5,2.2,68.0,            2.5,            7.5,            10.0,            1.9,            1.3,            0.3,            0.9,            2.0,            25.6          ,13,0,-0.7
222,223,Ivica Zubac,LAC,23,72,49,23,18.4,8.3,            3.3,            5.3,61.3,            0.0,            0.0,0.0,1.7,2.3,74.7,            2.7,            4.8,            7.5,            1.1,            0.8,            0.2,            0.9,            2.3,            21.6          ,10,0,3.2
223,224,Anfernee Simons,POR,21,70,32,38,20.7,8.3,            3.1,            7.7,39.9,            1.1,            3.2,33.2,1.1,1.3,82.6,            0.4,            1.8,            2.2,            1.4,            0.9,            0.4,            0.1,            1.9,            13.6          ,1,0,-3.5
224,225,Justin Holiday,IND,31,73,45,28,25.0,8.3,            2.8,            6.7,42.8,            1.8,            4.5,40.5,0.7,0.9,79.1,            0.4,            2.8,            3.3,            1.3,            0.6,            1.2,            0.6,            1.9,            18.9          ,0,0,0.5
225,226,Kelly Olynyk,MIA,29,67,41,26,19.4,8.2,            2.7,            5.9,46.2,            1.4,            3.5,40.6,1.3,1.5,86.0,            0.7,            3.9,            4.6,            1.7,            1.1,            0.7,            0.3,            2.6,            18.2          ,3,0,0.9
226,227,Jalen Brunson,DAL,23,57,34,23,17.9,8.2,            3.2,            6.8,46.6,            0.8,            2.1,35.8,1.1,1.3,81.3,            0.4,            2.0,            2.4,            3.3,            1.2,            0.4,            0.1,            1.3,            16.2          ,2,0,3.0
227,228,Jahlil Okafor,NOP,24,30,9,21,15.6,8.1,            3.4,            5.4,62.3,            0.0,            0.1,33.3,1.3,2.1,64.5,            1.6,            2.6,            4.2,            1.2,            1.3,            0.2,            0.7,            2.2,            16.7          ,2,0,-3.4
228,229,Enes Kanter,BOS,28,58,36,22,17.0,8.1,            3.4,            6.0,57.2,            0.0,            0.1,14.3,1.2,1.7,70.7,            2.8,            4.6,            7.4,            1.0,            1.0,            0.4,            0.7,            1.7,            20.7          ,9,0,3.6
229,230,Reggie Bullock,NYK,29,29,9,20,23.6,8.1,            3.1,            7.7,40.2,            1.3,            3.8,33.3,0.6,0.7,81.0,            0.4,            1.9,            2.3,            1.4,            0.7,            0.9,            0.1,            1.9,            15.3          ,0,0,-2.7
230,231,Danny Green,LAL,33,68,51,17,24.8,8.0,            2.9,            7.0,41.6,            1.8,            4.8,36.7,0.5,0.7,68.8,            0.8,            2.6,            3.3,            1.3,            0.9,            1.3,            0.5,            2.0,            18.3          ,0,0,3.8
231,232,Tony Snell,DET,28,59,18,41,27.8,8.0,            2.9,            6.5,44.5,            1.7,            4.3,40.2,0.5,0.5,100,            0.2,            1.7,            1.9,            2.2,            0.5,            0.5,            0.3,            1.7,            15.4          ,0,0,-2.9
232,233,Draymond Green,GSW,30,43,10,33,28.4,8.0,            2.9,            7.3,38.9,            0.8,            3.0,27.9,1.5,1.9,75.9,            0.5,            5.7,            6.2,            6.2,            2.3,            1.4,            0.8,            2.6,            28.9          ,8,2,-4.5
233,234,Sindarius Thornwell,NOP,25,2,0,2,17.7,8.0,            3.0,            5.5,54.5,            1.0,            2.0,50.0,1.0,2.0,50.0,            0.0,            2.0,            2.0,            2.0,            1.0,            0.5,            0.5,            1.0,            15.4          ,0,0,-1.5
234,235,Trevor Ariza,POR,35,53,22,31,28.2,8.0,            2.7,            6.1,43.8,            1.5,            3.9,37.2,1.2,1.4,83.8,            0.6,            4.0,            4.6,            1.7,            1.1,            1.3,            0.3,            2.1,            19.8          ,0,0,-0.2
235,236,Alex Len,SAC,27,55,18,37,17.6,8.0,            3.2,            5.8,55.5,            0.3,            1.1,27.1,1.2,1.9,64.8,            1.8,            4.0,            5.8,            0.9,            1.0,            0.4,            0.9,            2.3,            19.2          ,8,0,-2.0
236,237,Patrick Beverley,LAC,31,51,38,13,26.3,7.9,            2.9,            6.7,43.1,            1.6,            4.0,38.8,0.6,0.9,66.0,            1.1,            4.1,            5.2,            3.6,            1.3,            1.1,            0.5,            3.1,            22.9          ,4,0,5.6
237,238,Chandler Hutchison,CHI,24,28,8,20,18.8,7.8,            2.9,            6.3,45.7,            0.4,            1.4,31.6,1.6,2.8,59.0,            0.6,            3.2,            3.9,            0.9,            1.0,            1.0,            0.3,            1.7,            16.5          ,0,0,-5.1
238,239,Timothe Luwawu-Cabarrot,BKN,25,47,20,27,18.1,7.8,            2.5,            5.7,43.5,            1.3,            3.4,38.8,1.5,1.7,85.2,            0.6,            2.1,            2.7,            0.6,            0.8,            0.4,            0.1,            2.3,            12.7          ,0,0,-1.1
239,240,J.J. Barea,DAL,36,29,15,14,15.5,7.7,            2.9,            7.1,41.1,            1.1,            2.9,37.6,0.7,0.8,90.9,            0.3,            1.5,            1.8,            3.9,            1.3,            0.2,            0.1,            0.9,            15.1          ,0,0,0.7
240,241,Jordan McLaughlin,MIN,24,30,7,23,19.7,7.6,            2.9,            5.9,48.9,            1.0,            2.5,38.2,0.9,1.3,66.7,            0.2,            1.4,            1.6,            4.2,            1.0,            1.1,            0.1,            1.0,            18.6          ,2,0,-2.3
241,242,De'Anthony Melton,MEM,22,60,27,33,19.5,7.6,            2.7,            6.7,40.1,            0.7,            2.3,28.6,1.6,2.0,76.9,            0.7,            3.0,            3.7,            2.9,            1.4,            1.3,            0.3,            1.8,            19.8          ,0,0,2.0
242,243,Omari Spellman,MIN,22,49,11,38,18.1,7.6,            2.6,            6.0,43.1,            0.9,            2.2,39.1,1.5,1.9,79.3,            1.6,            2.9,            4.5,            1.0,            1.1,            0.7,            0.5,            1.3,            16.7          ,1,0,-2.9
243,244,Terence Davis,TOR,23,72,53,19,16.8,7.5,            2.8,            6.1,45.6,            1.3,            3.4,38.8,0.7,0.8,86.4,            0.7,            2.6,            3.3,            1.6,            1.1,            0.5,            0.2,            1.7,            15.0          ,1,0,2.8
244,245,Marc Gasol,TOR,35,44,35,9,26.4,7.5,            2.7,            6.3,42.7,            1.3,            3.4,38.5,0.8,1.1,73.5,            0.7,            5.5,            6.3,            3.3,            1.3,            0.8,            0.9,            2.8,            23.6          ,3,0,6.1
245,246,Dwight Howard,LAL,34,69,52,17,18.9,7.5,            2.9,            4.0,72.9,            0.0,            0.1,60.0,1.6,3.1,51.4,            2.5,            4.9,            7.3,            0.7,            1.2,            0.4,            1.1,            3.2,            20.9          ,9,0,2.3
246,247,Ian Mahinmi,WAS,33,38,15,23,21.3,7.4,            2.7,            5.5,49.5,            0.1,            0.7,19.2,1.8,3.0,61.9,            2.1,            3.7,            5.7,            1.3,            1.2,            0.8,            1.2,            3.0,            21.0          ,1,0,-2.1
247,248,Tyus Jones,MEM,24,65,32,33,19.0,7.4,            3.0,            6.6,45.9,            0.7,            1.9,37.9,0.7,0.9,74.1,            0.1,            1.4,            1.6,            4.4,            0.8,            0.9,            0.1,            0.7,            18.1          ,0,0,-0.8
248,249,Ky Bowman,GSW,23,45,9,36,22.6,7.4,            3.0,            7.1,41.7,            0.7,            2.4,30.8,0.8,0.9,82.9,            0.5,            2.2,            2.7,            2.9,            1.6,            1.0,            0.2,            2.3,            17.1          ,0,0,-3.9
249,250,Bismack Biyombo,CHA,27,53,18,35,19.4,7.4,            2.8,            5.2,54.3,            0.0,            0.0,0.0,1.7,2.8,60.3,            2.3,            3.5,            5.8,            0.9,            0.9,            0.2,            0.9,            2.2,            18.2          ,8,0,-2.9
250,251,Jaxson Hayes,NOP,20,64,28,36,16.9,7.4,            2.7,            4.0,67.2,            0.0,            0.1,25.0,1.9,3.0,64.7,            1.5,            2.5,            4.0,            0.9,            0.8,            0.4,            0.9,            2.5,            16.5          ,3,0,-0.9
251,252,Wesley Matthews,MIL,33,67,52,15,24.4,7.4,            2.5,            6.3,39.6,            1.6,            4.4,36.4,0.8,1.0,76.5,            0.3,            2.1,            2.5,            1.4,            0.6,            0.6,            0.1,            1.5,            13.9          ,0,0,6.8
252,253,Gorgui Dieng,MEM,30,63,20,43,17.4,7.4,            2.6,            5.8,45.6,            0.9,            2.4,35.5,1.2,1.6,77.2,            1.4,            4.2,            5.6,            1.2,            1.0,            0.8,            0.9,            2.0,            20.1          ,9,0,-1.6
253,254,Trey Burke,DAL,27,33,16,17,15.8,7.4,            2.8,            6.3,45.0,            1.0,            2.3,42.7,0.7,0.9,79.3,            0.5,            1.0,            1.5,            2.5,            0.6,            0.5,            0.1,            1.0,            14.0          ,0,0,0.8
254,255,Nerlens Noel,OKC,26,61,38,23,18.5,7.4,            3.0,            4.4,68.4,            0.0,            0.0,33.3,1.3,1.7,75.5,            1.5,            3.4,            4.9,            0.9,            1.1,            1.0,            1.5,            2.7,            21.0          ,3,0,0.4
255,256,Brandon Knight,DET,28,25,4,21,18.5,7.3,            2.4,            6.7,35.3,            1.8,            5.2,34.4,0.8,1.4,58.8,            0.2,            1.5,            1.6,            2.8,            1.5,            0.4,            0.1,            1.6,            13.5          ,0,0,-2.8
256,257,Emmanuel Mudiay,UTA,24,54,34,20,15.7,7.3,            2.8,            6.1,46.2,            0.6,            1.6,34.5,1.2,1.5,75.9,            0.3,            2.0,            2.3,            2.1,            1.4,            0.4,            0.2,            1.3,            13.8          ,0,0,-0.8
257,258,Kris Dunn,CHI,26,51,19,32,24.9,7.3,            3.0,            6.7,44.4,            0.6,            2.2,25.9,0.8,1.1,74.1,            0.5,            3.2,            3.6,            3.4,            1.3,            2.0,            0.3,            3.1,            22.4          ,0,0,-0.6
258,259,Willie Cauley-Stein,DAL,26,54,16,38,20.3,7.2,            3.2,            5.6,57.9,            0.0,            0.0,0.0,0.7,1.2,60.6,            1.6,            4.3,            5.8,            1.3,            0.7,            0.9,            1.1,            2.2,            21.5          ,3,0,-2.4
259,260,Michael Carter-Williams,ORL,28,45,21,24,18.5,7.2,            2.5,            5.8,42.7,            0.5,            1.7,29.3,1.8,2.1,83.2,            1.0,            2.2,            3.3,            2.4,            1.2,            1.1,            0.5,            1.9,            18.3          ,0,0,0.5
